URL,Name,UserName,Alliance,Region,MilSize,MilTech,MilTrain,GDP,Airforce,LastOnline,Alignment,EcoSys,Industry,RMProd,OilProd,Uranium,NukeReactor,Reputation,Territory
http://www.blocgame.com/stats.php?id=48776,Kattdjur,Kittens,None,Caribbean,20,3,5,1029,Large,9,United States ,Free Market,0,6,5,0,0,Gandhi-like,20000
http://www.blocgame.com/stats.php?id=48915,Magnífico,nealpd,The Free Caribbean,Caribbean,18,3,3,757,Meagre,101,United States ,Free Market,0,4,1,0,0,Gandhi-like,16535
http://www.blocgame.com/stats.php?id=47115,empires,supprobin,None,Caribbean,18,2,1,424,None,58,Neutral ,Mixed Economy,0,10,2,0,0,Good,9360
http://www.blocgame.com/stats.php?id=40242,Robots,stormbot28,SPQR,Caribbean,17,8,5,7207,Large,129,Soviet Union ,Central Planning,3,55,30,0,0,Gandhi-like,21807
http://www.blocgame.com/stats.php?id=47263,Hoalley,JDav97,The Federal Colonies,Caribbean,17,4,2,4799,Large,101,United States ,Free Market,1,6,5,0,0,Gandhi-like,20000
http://www.blocgame.com/stats.php?id=48598,Muckchoi,Rovinion,Che Guevara League,Caribbean,13,3,5,1966,Meagre,4,Soviet Union ,Central Planning,1,19,9,0,0,Gandhi-like,20000
http://www.blocgame.com/stats.php?id=48909,deaglan,montanaohio,NATO,Caribbean,13,3,5,752,None,8,United States ,Mixed Economy,1,6,3,0,0,Normal,34495
http://www.blocgame.com/stats.php?id=47576,Hyacinthum,Nick the Great,The Caribbean League,Caribbean,11,3,3,1174,Small,29,Neutral ,Mixed Economy,0,2,1,0,0,Good,16011
http://www.blocgame.com/stats.php?id=48986,Flognorf,Flognorf,None,Caribbean,11,2,1,229,None,178,Neutral ,Mixed Economy,0,2,0,0,0,Good,20000
http://www.blocgame.com/stats.php?id=46927,Pathia,Pathologic,Comintern,Caribbean,10,7,5,4452,Large,9,Soviet Union ,Central Planning,3,40,23,0,0,Gandhi-like,13261
http://www.blocgame.com/stats.php?id=46966,moustaches,surrobin,None,Caribbean,10,3,1,966,None,187,United States ,Mixed Economy,1,10,6,0,0,Gandhi-like,11175
http://www.blocgame.com/stats.php?id=48755,Crander47,Crander47,None,Caribbean,10,2,5,687,None,58,Neutral ,Mixed Economy,1,8,3,0,0,Gandhi-like,13613
http://www.blocgame.com/stats.php?id=44985,Tomainia,reduxxuder,The Federal Colonies,Caribbean,9,7,2,7057,Meagre,9,United States ,Free Market,4,60,17,0,0,Angelic,46975
http://www.blocgame.com/stats.php?id=47979,Adventus,Grantzu,Comintern,Caribbean,9,4,5,2474,Mediocre,2,Neutral ,Mixed Economy,2,19,6,0,0,Gandhi-like,15380
http://www.blocgame.com/stats.php?id=48685,Monopolista,Pelagius,None,Caribbean,7,3,1,1357,None,224,Neutral ,Free Market,0,3,2,0,0,Gandhi-like,13477
http://www.blocgame.com/stats.php?id=48435,Mt. LaVidaLoca,Cabrón Perón,Executive Outcomes,Caribbean,7,3,1,750,Small,173,Neutral ,Mixed Economy,1,13,5,0,0,Questionable,20575
http://www.blocgame.com/stats.php?id=48530,ronpaulia,Killer_01000,The Free Caribbean,Caribbean,6,3,1,2006,None,0,United States ,Free Market,1,19,21,0,0,Normal,20000
http://www.blocgame.com/stats.php?id=40072,Thanet,Farage,UFN,Caribbean,4,2,1,85,None,172,Neutral ,Mixed Economy,0,4,1,0,0,Normal,11231
http://www.blocgame.com/stats.php?id=41510,Verlerium,Deadly,None,Caribbean,3,2,2,225,None,156,Neutral ,Mixed Economy,0,5,0,0,0,Normal,13477
http://www.blocgame.com/stats.php?id=48875,Gemuseland,dontblink93,None,Caribbean,3,2,1,127,None,226,Neutral ,Mixed Economy,0,2,0,0,0,Normal,16335
http://www.blocgame.com/stats.php?id=48528,internetland,wskoffroth,The Free Caribbean,Caribbean,2,3,1,1626,None,221,United States ,Free Market,0,4,1,0,0,Gandhi-like,16335
http://www.blocgame.com/stats.php?id=47066,innit,superdav,None,Caribbean,2,2,1,75,None,58,United States ,Central Planning,1,8,2,0,0,Good,16667
http://www.blocgame.com/stats.php?id=46988,El Salvador,Bolivar,Dictators United,Caribbean,1,5,3,5253,None,4,Neutral ,Mixed Economy,2,64,25,0,0,Nice,25769
http://www.blocgame.com/stats.php?id=41504,Defiance,Revenant,Comintern,China,474,9,4,2931,Very Powerful,0,Neutral ,Central Planning,12,80,23,20,0,Gandhi-like,74852
http://www.blocgame.com/stats.php?id=43272,SebianZed,Lykos,SPQR,China,443,9,4,5924,Very Powerful,0,Neutral ,Central Planning,7,112,12,10,5,Gandhi-like,79270
http://www.blocgame.com/stats.php?id=43443,Argos,Arkadios,SPQR,China,364,9,2,5013,Large,0,Neutral ,Central Planning,9,92,31,0,0,Isolated,91521
http://www.blocgame.com/stats.php?id=43115,Regular,Standard McDefault,The Asian Alliance,China,338,9,4,16101,Very Powerful,0,United States ,Free Market,14,102,13,0,0,Isolated,99759
http://www.blocgame.com/stats.php?id=40033,The Aeroplane,Bazar,INNAWDS,China,321,9,5,13341,Very Powerful,0,Neutral ,Free Market,12,89,20,0,5,Gandhi-like,95460
http://www.blocgame.com/stats.php?id=40439,/g/,mckenney5,The Asian Alliance,China,285,6,4,110,Very Powerful,64,Soviet Union ,Central Planning,4,23,7,0,0,Gandhi-like,11488
http://www.blocgame.com/stats.php?id=39065,Krakozhia,Ilyich,INNAWDS,China,241,8,4,10047,Very Powerful,0,Soviet Union ,Central Planning,7,47,23,0,0,Gandhi-like,23333
http://www.blocgame.com/stats.php?id=43418,Upper Baeti,Plato,SPQR,China,222,9,4,12366,Very Powerful,0,Neutral ,Free Market,9,114,10,0,0,Gandhi-like,56925
http://www.blocgame.com/stats.php?id=43262,Todskya,Tsar BattleToad,SPQR,China,199,8,5,9403,Very Powerful,0,Soviet Union ,Central Planning,5,53,17,0,0,Gandhi-like,50786
http://www.blocgame.com/stats.php?id=46870,Foundation,Danzo,Yotsuba&!,China,188,7,5,6782,Very Powerful,0,United States ,Free Market,5,58,19,0,0,Gandhi-like,55295
http://www.blocgame.com/stats.php?id=44539,QonoS ,Tmonsta,The Asian Alliance,China,187,8,5,7150,Very Powerful,9,Neutral ,Central Planning,4,47,22,0,0,Gandhi-like,23296
http://www.blocgame.com/stats.php?id=51,Auir,Smithly,The Asian Alliance,China,179,9,4,5662,Very Powerful,0,United States ,Mixed Economy,3,75,42,0,0,Nice,27177
http://www.blocgame.com/stats.php?id=43735,Chang Sook,MuayThaiJesus,The Asian Alliance,China,172,7,3,7521,Very Powerful,4,United States ,Mixed Economy,4,35,30,0,0,Gandhi-like,26546
http://www.blocgame.com/stats.php?id=46502,Kowaniec,Em Em-Sung,The Asian Alliance,China,172,6,3,4391,Very Powerful,7,Soviet Union ,Central Planning,3,26,10,0,0,Gandhi-like,20579
http://www.blocgame.com/stats.php?id=41267,Ancient Dawn,Psykhattpuh,The Asian Alliance,China,163,8,5,6846,Very Powerful,8,Soviet Union ,Central Planning,3,53,23,0,0,Gandhi-like,19155
http://www.blocgame.com/stats.php?id=42655,High Romaeas,EvilMastermind,The Asian Alliance,China,158,8,4,9445,Very Powerful,7,Soviet Union ,Central Planning,5,53,27,0,0,Gandhi-like,26462
http://www.blocgame.com/stats.php?id=40220,Snowgoons ,TPDonut ,/int/elligentsia,China,154,8,3,5487,Powerful,1,United States ,Free Market,4,67,27,0,0,Gandhi-like,48095
http://www.blocgame.com/stats.php?id=40938,New Dawn,Meunahlux,The Asian Alliance,China,151,8,5,9597,Very Powerful,24,United States ,Free Market,5,60,26,0,0,Gandhi-like,38093
http://www.blocgame.com/stats.php?id=40703,Tengria,Eliytres,SPQR,China,148,7,1,2149,Very Powerful,39,United States ,Central Planning,4,22,8,0,0,Gandhi-like,23500
http://www.blocgame.com/stats.php?id=46310,4770K,Phoenix547,SPQR,China,146,8,4,9068,Large,0,United States ,Free Market,6,61,17,0,0,Good,40172
http://www.blocgame.com/stats.php?id=42548,Grim Fandango,Manuel Calavera,The Dark Brotherhood,China,141,8,4,9214,Very Powerful,0,Soviet Union ,Mixed Economy,6,131,7,0,0,Gandhi-like,90495
http://www.blocgame.com/stats.php?id=46030,HCLI,Kasper Hekmatyar,INNAWDS,China,135,8,5,10371,Very Powerful,0,Soviet Union ,Mixed Economy,6,51,36,0,5,Gandhi-like,53065
http://www.blocgame.com/stats.php?id=45990,Swagvila,Saddam Hussgay,SPQR,China,132,9,5,8794,Very Powerful,7,Soviet Union ,Central Planning,4,71,16,0,5,Gandhi-like,61941
http://www.blocgame.com/stats.php?id=43248,Deutschazien,Lee I,The Dark Brotherhood,China,130,7,4,6155,Very Powerful,2,United States ,Mixed Economy,5,40,20,0,0,Gandhi-like,20000
http://www.blocgame.com/stats.php?id=48394,Vesperia,Lucifer,None,China,129,4,1,918,Very Powerful,10,Soviet Union ,Central Planning,2,21,9,0,0,Angelic,41602
http://www.blocgame.com/stats.php?id=43592,Jàten,Synthalsis,Non-Aligned Movement,China,128,7,5,13422,Powerful,5,Neutral ,Free Market,12,86,14,0,0,Good,54183
http://www.blocgame.com/stats.php?id=46867,Entokia,BHD124,Executive Outcomes,China,128,7,3,7298,Large,4,United States ,Free Market,5,52,25,0,0,Gandhi-like,25805
http://www.blocgame.com/stats.php?id=47685,Ceit Alpha V,Saavik,The Asian Alliance,China,127,4,2,2330,Large,49,Neutral ,Central Planning,3,18,12,0,0,Gandhi-like,20000
http://www.blocgame.com/stats.php?id=45746,CBS,ChrisBeSmokin,The Asian Alliance,China,115,9,4,6791,Very Powerful,0,United States ,Free Market,4,70,30,0,0,Good,37797
http://www.blocgame.com/stats.php?id=48028,school glue,oldman,SPQR,China,111,6,5,4063,Very Powerful,6,United States ,Free Market,4,24,15,0,0,Good,53153
http://www.blocgame.com/stats.php?id=46448,fourthson,the4thson,Non-Aligned Movement,China,105,8,3,6985,Very Powerful,8,United States ,Free Market,4,60,30,0,0,Gandhi-like,38888
http://www.blocgame.com/stats.php?id=45115,Crux Central,Rangecc,SPQR,China,103,8,4,9674,Powerful,2,United States ,Mixed Economy,6,81,33,0,0,Gandhi-like,42173
http://www.blocgame.com/stats.php?id=40848,Chosen Peoples,Aggiedog,BAMF,China,101,8,3,623,Powerful,30,Neutral ,Central Planning,4,105,3,0,0,Gandhi-like,195612
http://www.blocgame.com/stats.php?id=43566,Athena,Athena,The Asian Alliance,China,101,7,5,7507,Powerful,10,Soviet Union ,Central Planning,4,49,26,0,0,Gandhi-like,24104
http://www.blocgame.com/stats.php?id=45834,Janowitz,the president,The Asian Alliance,China,97,5,1,1910,Mediocre,8,Neutral ,Mixed Economy,2,22,5,0,0,Isolated,31423
http://www.blocgame.com/stats.php?id=41954,Gentlemen,Concep,INNAWDS,China,88,8,4,3810,Very Powerful,0,Soviet Union ,Mixed Economy,5,60,18,0,0,Pariah,41196
http://www.blocgame.com/stats.php?id=48461,fug,Spurdoooo,INNAWDS,China,83,5,2,1089,Meagre,4,Soviet Union ,Central Planning,2,7,5,0,0,Gandhi-like,33055
http://www.blocgame.com/stats.php?id=47014,Pinata,Pinata,Brotherhood of Zion,China,81,8,4,7792,Powerful,14,United States ,Free Market,4,76,22,0,0,Gandhi-like,52138
http://www.blocgame.com/stats.php?id=48079,Myristan,Kublai Khan,/int/ernational,China,81,5,4,2705,Small,0,Neutral ,Free Market,3,32,12,0,0,Gandhi-like,20000
http://www.blocgame.com/stats.php?id=41437,Waffles,Spanish Waffles,Comintern,China,80,9,5,9426,Very Powerful,9,Soviet Union ,Central Planning,7,83,20,0,0,Gandhi-like,26597
http://www.blocgame.com/stats.php?id=40577,Best Istan,Glorious Leader ,Brotherhood of Zion,China,79,8,5,5854,Very Powerful,9,Neutral ,Mixed Economy,5,40,33,0,0,Gandhi-like,20061
http://www.blocgame.com/stats.php?id=44981,bobby,bobby,The Federal Colonies,China,78,3,2,2634,Mediocre,12,Soviet Union ,Central Planning,2,21,4,0,0,Gandhi-like,20864
http://www.blocgame.com/stats.php?id=48623,ChinkLand,killamellon,UKIP,China,72,4,5,3244,Meagre,9,United States ,Free Market,3,14,14,0,0,Questionable,49106
http://www.blocgame.com/stats.php?id=48317,Megaton,wysuszony,The Asian Alliance,China,67,4,3,2169,Somewhat Large,40,United States ,Free Market,1,8,3,0,0,Nice,20000
http://www.blocgame.com/stats.php?id=40055,Lordran,fleebinflarbin,INNAWDS,China,66,8,5,8516,Powerful,11,Soviet Union ,Mixed Economy,4,43,18,1,0,Pariah,24536
http://www.blocgame.com/stats.php?id=43537,Kulu,Dragonknight,The Asian Alliance,China,60,8,5,8185,Very Powerful,0,Soviet Union ,Central Planning,7,77,15,0,0,Good,35142
http://www.blocgame.com/stats.php?id=43117,Golden Way,Goldenking,The Asian Alliance,China,60,7,3,3850,Powerful,130,Neutral ,Mixed Economy,5,42,20,0,0,Angelic,21970
http://www.blocgame.com/stats.php?id=47529,Munkies,Munkiemaster,Non-Aligned Movement,China,59,7,5,7244,Very Powerful,25,Neutral ,Mixed Economy,4,48,4,0,0,Angelic,59983
http://www.blocgame.com/stats.php?id=48073,Christantine,T. G.,Retribution,China,59,6,5,4040,Mediocre,8,United States ,Free Market,3,20,18,0,5,Gandhi-like,40049
http://www.blocgame.com/stats.php?id=48848,Little China,Sparky,The Asian Alliance,China,58,3,3,1881,Mediocre,3,Soviet Union ,Mixed Economy,1,12,9,0,0,Normal,39308
http://www.blocgame.com/stats.php?id=41135,Terakia,Paula Abdul III,INNAWDS,China,57,8,5,4607,Large,0,United States ,Free Market,4,61,23,0,0,Nice,16978
http://www.blocgame.com/stats.php?id=46028,Cloudberry,Sambo,SPQR,China,55,8,5,7708,Very Powerful,0,United States ,Free Market,7,76,21,0,0,Gandhi-like,44081
http://www.blocgame.com/stats.php?id=39025,New Germany,TheWhiteCoons,SPQR,China,53,9,5,7520,Very Powerful,38,Soviet Union ,Central Planning,5,65,10,0,0,Gandhi-like,30360
http://www.blocgame.com/stats.php?id=47274,the plains,Andromeda,The Federal Colonies,China,51,5,5,4643,Mediocre,3,Neutral ,Free Market,2,11,6,0,0,Gandhi-like,19030
http://www.blocgame.com/stats.php?id=46969,Changtopia,Señor Chang,Brotherhood of Zion,China,50,8,5,9295,Very Powerful,0,Soviet Union ,Central Planning,5,82,26,0,0,Pariah,56100
http://www.blocgame.com/stats.php?id=40987,Skhrimm,Ept2415,Comintern,China,49,9,5,7923,Powerful,0,Soviet Union ,Central Planning,9,113,17,0,0,Questionable,56716
http://www.blocgame.com/stats.php?id=47733,Henrograd,Henry,The Asian Alliance,China,49,5,5,3322,Meagre,6,United States ,Free Market,2,14,10,0,0,Gandhi-like,19602
http://www.blocgame.com/stats.php?id=47415,Stuart,Stuart,None,China,48,3,1,352,Mediocre,152,Neutral ,Mixed Economy,0,7,7,0,0,Questionable,20000
http://www.blocgame.com/stats.php?id=47945,Mongolstan,Khan,Comintern,China,47,4,5,4074,Mediocre,8,Soviet Union ,Mixed Economy,2,7,4,0,0,Angelic,24297
http://www.blocgame.com/stats.php?id=48806,DokdoisKorea,comradel1berty,The Asian Alliance,China,46,4,4,2149,Meagre,0,Soviet Union ,Central Planning,2,19,8,0,0,Gandhi-like,39572
http://www.blocgame.com/stats.php?id=3952,Remove Kolech,Jorji,INNAWDS,China,43,9,3,10403,None,0,Neutral ,Mixed Economy,6,116,4,0,0,Nice,58060
http://www.blocgame.com/stats.php?id=47507,Harrison Island,Harrison69,Comintern,China,42,5,5,3774,Powerful,6,Soviet Union ,Mixed Economy,4,30,11,0,0,Gandhi-like,33130
http://www.blocgame.com/stats.php?id=48252,Konstabro,konstabro,Dictators United,China,40,7,4,9194,Mediocre,9,Soviet Union ,Central Planning,4,45,31,0,0,Angelic,45325
http://www.blocgame.com/stats.php?id=44788,Dukeluke,Dukeluke,Comintern,China,39,6,5,4876,Large,27,Soviet Union ,Central Planning,3,53,13,0,0,Nice,21134
http://www.blocgame.com/stats.php?id=47379,Westphalia,Hartwood,The Asian Alliance,China,38,7,1,4756,Large,7,Neutral ,Mixed Economy,4,49,23,0,0,Good,32757
http://www.blocgame.com/stats.php?id=48636,Yokoshima,Yuki Senku,Retribution,China,38,3,4,676,None,5,Neutral ,Free Market,0,2,2,0,0,Nice,20000
http://www.blocgame.com/stats.php?id=46994,Gentlemenn,concep1,None,China,37,5,5,3061,Somewhat Large,0,Soviet Union ,Central Planning,2,25,7,0,0,Normal,14558
http://www.blocgame.com/stats.php?id=48235,Szebabkebab,Chemia,None,China,37,3,3,998,Meagre,56,United States ,Free Market,1,7,4,0,0,Gandhi-like,20000
http://www.blocgame.com/stats.php?id=45934,Portugalia,Madero,The Federal Colonies,China,36,6,5,6060,Somewhat Large,7,United States ,Mixed Economy,3,30,15,0,0,Gandhi-like,22693
http://www.blocgame.com/stats.php?id=40184,Monologistan,Minister_Tome,The Dark Brotherhood,China,35,9,5,7274,Mediocre,24,United States ,Free Market,5,71,11,0,0,Gandhi-like,24794
http://www.blocgame.com/stats.php?id=10,Augustonia,glueb0t,The Asian Alliance,China,35,8,4,4747,Somewhat Large,3,Soviet Union ,Central Planning,7,35,25,0,0,Gandhi-like,16366
http://www.blocgame.com/stats.php?id=44850,Ding Dong,Premier Ching Chong,The Federal Colonies,China,34,8,5,4667,Somewhat Large,129,United States ,Free Market,3,74,20,0,0,Gandhi-like,23578
http://www.blocgame.com/stats.php?id=48026,Berndistan,Imba,Dictators United,China,34,4,4,2191,Mediocre,5,Soviet Union ,Mixed Economy,2,22,12,0,0,Pariah,16335
http://www.blocgame.com/stats.php?id=48309,Imperium of man,Blondejew,Dictators United,China,33,4,5,2403,Mediocre,51,United States ,Free Market,1,5,5,0,0,Gandhi-like,20700
http://www.blocgame.com/stats.php?id=48377,Satakunta,Finnguy,None,China,31,4,5,2080,Mediocre,9,Neutral ,Central Planning,2,7,7,0,0,Gandhi-like,25641
http://www.blocgame.com/stats.php?id=48120,Happy Bushes,Bob Ross,INNAWDS,China,29,7,5,5876,Very Powerful,0,Neutral ,Mixed Economy,3,43,20,0,0,Questionable,54637
http://www.blocgame.com/stats.php?id=48554,American China,Liberty Prime,BAMF,China,29,2,1,446,Meagre,3,Neutral ,Free Market,0,4,0,0,0,Gandhi-like,16335
http://www.blocgame.com/stats.php?id=40431,Osia,Chairman Nippon,The Asian Alliance,China,28,8,5,4508,None,3,Neutral ,Mixed Economy,3,53,11,0,0,Gandhi-like,17010
http://www.blocgame.com/stats.php?id=48536,Shintu,haunz67,None,China,28,3,4,728,None,24,Neutral ,Mixed Economy,0,9,3,0,0,Gandhi-like,20000
http://www.blocgame.com/stats.php?id=47861,Dragonland,BenZeero,Executive Outcomes,China,25,4,5,3063,Small,176,Neutral ,Free Market,1,12,5,0,0,Gandhi-like,18540
http://www.blocgame.com/stats.php?id=48885,Ballers,kevin07,IAS,China,24,3,3,327,None,2,Soviet Union ,Central Planning,0,3,1,0,0,Gandhi-like,20000
http://www.blocgame.com/stats.php?id=40687,Nuggets R Us,Long Duk Dong,INNAWDS,China,23,8,5,6299,Large,0,Soviet Union ,Central Planning,4,48,32,0,0,Good,18783
http://www.blocgame.com/stats.php?id=46649,Vertungras,Grantrithor,Brotherhood of Zion,China,20,7,5,3298,Large,0,Soviet Union ,Mixed Economy,3,46,22,0,0,Gandhi-like,28344
http://www.blocgame.com/stats.php?id=48758,Bunchland,Bunch,The Asian Alliance,China,19,3,3,1347,Meagre,32,Soviet Union ,Mixed Economy,1,7,5,0,0,Gandhi-like,20000
http://www.blocgame.com/stats.php?id=40014,Caprinae,Goatasaurus,None,China,18,8,5,1108,Somewhat Large,0,United States ,Free Market,3,63,5,0,0,Angelic,21830
http://www.blocgame.com/stats.php?id=41035,Icamera,Icamera,The Asian Alliance,China,16,9,5,8772,Small,2,United States ,Free Market,7,98,18,0,0,Gandhi-like,39760
http://www.blocgame.com/stats.php?id=48418,Slap a Pimp,Tom Shanks,Centrist Federation,China,15,4,5,2519,Mediocre,12,United States ,Mixed Economy,1,7,7,0,0,Gandhi-like,27801
http://www.blocgame.com/stats.php?id=48947,Corncob,The77jon,None,China,15,2,3,824,None,154,Neutral ,Central Planning,0,3,1,0,0,Gandhi-like,20000
http://www.blocgame.com/stats.php?id=47573,Tuchankaa,Toquisador,None,China,14,4,5,3164,Somewhat Large,75,Soviet Union ,Central Planning,2,15,15,0,0,Good,13030
http://www.blocgame.com/stats.php?id=48262,Dragyn,RoDragon131,U.K.S.S,China,14,3,5,1576,None,5,Soviet Union ,Mixed Economy,1,4,2,0,0,Angelic,16667
http://www.blocgame.com/stats.php?id=48903,Mongoliaistan,RogerHelmer,UKIP,China,14,3,2,853,None,114,United States ,Free Market,1,5,2,0,0,Gandhi-like,23665
http://www.blocgame.com/stats.php?id=42642,Grand Republic,Tsar_Robert,NIRO,China,11,4,1,115,None,45,Neutral ,Free Market,0,2,2,0,0,Isolated,20000
http://www.blocgame.com/stats.php?id=48826,Britania,C.C.,/int/elligentsia,China,11,3,1,152,None,4,United States ,Mixed Economy,0,10,2,0,0,Normal,24677
http://www.blocgame.com/stats.php?id=48866,Chell,Fortytwo,None,China,11,3,2,99,None,221,Neutral ,Mixed Economy,0,2,0,0,0,Questionable,20000
http://www.blocgame.com/stats.php?id=40926,Appiland,Johann,New Lunar Republic,China,10,7,3,3253,None,186,Neutral ,Mixed Economy,3,65,18,0,0,Gandhi-like,17465
http://www.blocgame.com/stats.php?id=48871,Poshington,satyagrahaha,None,China,10,2,1,935,None,226,Neutral ,Free Market,0,2,0,0,0,Gandhi-like,16500
http://www.blocgame.com/stats.php?id=40189,Lustria,9SAB,The Dark Brotherhood,China,9,8,5,3135,Mediocre,117,Soviet Union ,Mixed Economy,3,40,16,0,0,Nice,28013
http://www.blocgame.com/stats.php?id=45062,MuchMurica,Reagan_Smash,SPQR,China,9,7,5,7017,Powerful,1,United States ,Free Market,5,48,20,0,0,Gandhi-like,22545
http://www.blocgame.com/stats.php?id=43728,Lojafanistan,lojafan,The Asian Alliance,China,9,7,5,4264,None,2,Neutral ,Mixed Economy,3,30,20,0,0,Nice,9737
http://www.blocgame.com/stats.php?id=41631,Universal Union,WallaceBreen,The CWU,China,9,5,4,2202,Small,108,Soviet Union ,Mixed Economy,1,5,2,0,0,Gandhi-like,10384
http://www.blocgame.com/stats.php?id=48305,Slap a Hoe,Ysmir the Immortal,Centrist Federation,China,9,3,5,1926,Small,60,Soviet Union ,Mixed Economy,1,3,3,0,0,Gandhi-like,17943
http://www.blocgame.com/stats.php?id=46509,Macao,captains,The Asian Alliance,China,8,7,4,5121,Mediocre,7,Soviet Union ,Mixed Economy,3,34,27,0,0,Normal,19679
http://www.blocgame.com/stats.php?id=45018,Han Empire,Emperor Wu ,The Asian Alliance,China,8,6,1,2048,Large,8,Neutral ,Mixed Economy,3,46,8,0,0,Normal,13738
http://www.blocgame.com/stats.php?id=47326,Vochesh,DearComrade,Comintern,China,8,4,3,4105,Somewhat Large,227,Soviet Union ,Central Planning,3,24,10,0,0,Gandhi-like,16325
http://www.blocgame.com/stats.php?id=48457,Panda Express,Pillow,None,China,8,3,4,1508,None,87,United States ,Free Market,1,6,3,0,0,Gandhi-like,20609
http://www.blocgame.com/stats.php?id=48561,Swatanigga,gorebachev,None,China,8,2,4,6,None,153,Neutral ,Mixed Economy,0,4,2,0,0,Good,16067
http://www.blocgame.com/stats.php?id=47340,MLG Pros,Temsik,None,China,7,3,1,1926,Meagre,144,United States ,Central Planning,1,8,5,0,0,Gandhi-like,6309
http://www.blocgame.com/stats.php?id=48013,Liberal America,General Gaylord,None,China,7,3,4,1372,Mediocre,120,Neutral ,Mixed Economy,0,11,2,0,0,Questionable,11120
http://www.blocgame.com/stats.php?id=44149,Juan Direction,The Chosen Juan,SPQR,China,6,7,1,6085,Large,100,Neutral ,Mixed Economy,3,39,9,0,0,Gandhi-like,12660
http://www.blocgame.com/stats.php?id=44904,Mongistan,TopMong,The Asian Alliance,China,6,7,3,2860,Mediocre,209,Neutral ,Mixed Economy,3,49,23,0,0,Questionable,25170
http://www.blocgame.com/stats.php?id=41447,Ablyor,jtylerblue1,Comintern,China,6,7,3,1144,None,128,Neutral ,Mixed Economy,3,20,20,0,0,Normal,10907
http://www.blocgame.com/stats.php?id=48809,Cats!,romanking13,The Sealion League,China,6,4,5,2400,Meagre,36,United States ,Free Market,1,3,2,0,0,Isolated,40425
http://www.blocgame.com/stats.php?id=47460,legokastand,danman,None,China,6,4,5,2078,Meagre,4,Soviet Union ,Mixed Economy,2,9,6,0,0,Normal,19525
http://www.blocgame.com/stats.php?id=48131,Kiwi,Huimin,Blood Crescent,China,6,3,1,348,Meagre,156,Neutral ,Mixed Economy,1,9,3,0,0,Questionable,13680
http://www.blocgame.com/stats.php?id=43671,Greater China,Qin Shi Huang,The Asian Alliance,China,5,8,3,3898,Very Powerful,185,Neutral ,Mixed Economy,3,57,24,0,0,Questionable,26351
http://www.blocgame.com/stats.php?id=48092,drillbits,baited,None,China,5,2,1,2610,None,86,United States ,Mixed Economy,0,9,4,0,0,Gandhi-like,23250
http://www.blocgame.com/stats.php?id=48537,Draenor,The_Kitty192,Non-Aligned Movement,China,4,7,3,6681,Very Powerful,0,Neutral ,Central Planning,5,38,12,0,0,Mad Dog,58746
http://www.blocgame.com/stats.php?id=44470,Qora,Primus Jerodicus,SPQR,China,4,7,1,2607,Very Powerful,56,Neutral ,Mixed Economy,3,40,5,0,0,Questionable,25185
http://www.blocgame.com/stats.php?id=48025,qwop,Young,None,China,4,2,1,1404,None,111,Neutral ,Mixed Economy,0,7,3,0,0,Questionable,11613
http://www.blocgame.com/stats.php?id=48145,fudd,elmer,None,China,4,2,1,1376,None,86,Neutral ,Mixed Economy,0,7,4,0,0,Questionable,13751
http://www.blocgame.com/stats.php?id=47718,Soviet States,Imran Zakaev,SPQR,China,4,2,1,128,Mediocre,144,Neutral ,Mixed Economy,0,2,0,0,0,Gandhi-like,19240
http://www.blocgame.com/stats.php?id=48825,BAMBOOzLE,Deus_Priores,None,China,4,2,1,74,None,88,Neutral ,Mixed Economy,0,2,0,0,0,Normal,16335
http://www.blocgame.com/stats.php?id=48136,Liu,Andelie,None,China,4,2,1,3,None,156,Neutral ,Mixed Economy,0,5,0,0,0,Good,19700
http://www.blocgame.com/stats.php?id=47152,Moronicah,Reath,None,China,3,5,4,3178,Small,153,Soviet Union ,Central Planning,1,11,3,0,0,Good,15632
http://www.blocgame.com/stats.php?id=45497,the Workers,Ceasca2,The Federal Colonies,China,3,5,3,461,Meagre,131,Neutral ,Mixed Economy,3,27,8,0,0,Normal,26256
http://www.blocgame.com/stats.php?id=48860,Turnatho,shutterbug,Vegan Militantos,China,3,3,5,932,Mediocre,3,Soviet Union ,Mixed Economy,1,7,5,0,0,Gandhi-like,20000
http://www.blocgame.com/stats.php?id=48691,Chinkese,Chinaman,None,China,3,2,1,104,None,203,Neutral ,Mixed Economy,0,3,1,0,0,Questionable,13751
http://www.blocgame.com/stats.php?id=45987,Swagville,analbead,None,China,3,2,1,32,None,87,Neutral ,Mixed Economy,0,2,0,0,0,Normal,9646
http://www.blocgame.com/stats.php?id=44794,Pieland ,MBT-PIE,The Federal Colonies,China,2,8,4,5386,Somewhat Large,7,United States ,Mixed Economy,5,47,24,0,0,Gandhi-like,24352
http://www.blocgame.com/stats.php?id=48726,Corinth,Innapoverty,INNAWDS,China,2,7,4,341,Mediocre,0,Neutral ,Mixed Economy,2,20,2,0,0,Normal,44662
http://www.blocgame.com/stats.php?id=47060,China·,Xi Jinping,Worldwide Army,China,2,3,1,38,None,91,Neutral ,Mixed Economy,0,2,1,0,0,Normal,13750
http://www.blocgame.com/stats.php?id=42831,Calgarius,Krauzer1993,SPQR,Congo,221,9,4,8411,Very Powerful,5,Soviet Union ,Mixed Economy,4,56,17,0,0,Gandhi-like,27891
